"Product","Price","Link"
"Alienware Aurora R6 LIQUID COOLED Intel Core i7-7700K 4.2GHz/4TB 7200RPM + 500GB Solid State Drive/Nvidia GeForce GTX 1080 TI 11GB GDDR5X/64GB DDR4 SDRAM/1000W - Windows 10 Gaming Desktop","$4,550.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J5G35925&cm_re=alienware-_-9SIAC3J5G35925-_-Product"
"Alienware Aurora R6 Intel Core i7-7700K 4.2GHz/2TB 7200RPM + 500GB Solid State Drive - 64GB DDR4 SDRAM - 2X DUAL Nvidia GeForce GTX 1070 8GB GDDR5 SLI - 1000W - Windows 10 Gaming Desktop","$4,300.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J53Z1476&cm_re=alienware-_-9SIAC3J53Z1476-_-Product"
"Alienware Aurora R6 LIQUID COOLED Intel Core i7-7700K 4.2GHz/2TB 7200RPM + 500GB Solid State Drive/Nvidia GeForce GTX 1080 TI 11GB GDDR5X/32GB DDR4 SDRAM/1000W - Windows 10 Gaming Desktop","$4,075.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J5G35923&cm_re=alienware-_-9SIAC3J5G35923-_-Product"
"Alienware Aurora R6 Intel Core i7-7700K 4.2GHz/2TB 7200RPM + 120GB Solid State Drive - 64GB DDR4 SDRAM - 2X DUAL Nvidia GeForce GTX 1070 8GB GDDR5 SLI - 1000W - Windows 10 Gaming Desktop","$4,200.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J53Z1483&cm_re=alienware-_-9SIAC3J53Z1483-_-Product"
"Alienware Aurora R7 LIQUID COOLED Intel Core i7-8700K 3.7GHz/2TB 7200RPM + 500GB Solid State Drive/32GB DDR4 SDRAM/Nvidia GeForce GTX 1070 TI 8GB GDDR5/1000W - Windows 10 Gaming Desktop","$3,700.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J6XH0537&cm_re=alienware-_-9SIAC3J6XH0537-_-Product"
"Alienware Aurora R7 LIQUID COOLED Intel Core i7-8700K 3.7GHz/4TB 7200RPM + 120GB Solid State Drive/64GB DDR4 SDRAM/Nvidia GeForce GTX 1070 TI 8GB GDDR5/1000W - Windows 10 Gaming Desktop","$4,100.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J6XH0542&cm_re=alienware-_-9SIAC3J6XH0542-_-Product"
"Alienware Aurora R7 LIQUID COOLED Intel Core i7-8700K 3.7GHz/4TB 7200RPM + 120GB Solid State Drive/64GB DDR4 SDRAM/Nvidia GeForce GTX 1080 8GB GDDR5X/1000W - Windows 10 Gaming Desktop","$4,375.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J6NT7794&cm_re=alienware-_-9SIAC3J6NT7794-_-Product"
"Alienware Area 51 Intel Core i7-7800X Hexa-core (6 Core) 3.5GHz - 4TB 7200RPM + 2TB SSD - 64GB DDR4 SDRAM - 1X Nvidia GeForce GTX 1080 TI 11GB GDDR5X - 850W - Windows 10 Gaming Desktop","$6,250.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J5G37959&cm_re=alienware-_-9SIAC3J5G37959-_-Product"
"Alienware Area 51 Intel Core i7-7800X Hexa-core (6 Core) 3.5GHz - 4TB 7200RPM + 1TB SSD - 64GB DDR4 SDRAM - 1X Nvidia GeForce GTX 1080 TI 11GB GDDR5X - 850W - Windows 10 Gaming Desktop","$5,900.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J5G37967&cm_re=alienware-_-9SIAC3J5G37967-_-Product"
"Alienware Aurora R6 Intel Core i7-7700K 4.2GHz/2TB 7200RPM + 500GB Solid State Drive - 64GB DDR4 SDRAM - 2X DUAL Nvidia GeForce GTX 1080 8GB GDDR5X SLI - 1000W - Windows 10 Gaming Desktop","$4,875.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J53Z1486&cm_re=alienware-_-9SIAC3J53Z1486-_-Product"
"Alienware Aurora R7 LIQUID COOLED Intel Core i7-8700K 3.7GHz/4TB 7200RPM + 1TB Solid State Drive/64GB DDR4 SDRAM/Nvidia GeForce GTX 1070 TI 8GB GDDR5/1000W - Windows 10 Gaming Desktop","$4,350.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J6XH0535&cm_re=alienware-_-9SIAC3J6XH0535-_-Product"
"Alienware Aurora R7 LIQUID COOLED Intel Core i7-8700K 3.7GHz/4TB 7200RPM + 240GB Solid State Drive/64GB DDR4 SDRAM/Nvidia GeForce GTX 1070 TI 8GB GDDR5/1000W - Windows 10 Gaming Desktop","$4,150.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J6XH0540&cm_re=alienware-_-9SIAC3J6XH0540-_-Product"
"Alienware 17 R4 Flagship Gaming Laptop, 17.3"" Full HD IPS Screen, Intel Core i7-7700HQ up to 3.8 GHz, Dedicated NVIDIA GeForce GTX 1060 graphics with 6GB GDDR5 VRAM, 16GB DDR4 RAM, 1TB HDD, Windows 10","$1,499.99","https://www.newegg.com/Product/Product.aspx?Item=9SIA6R47956648&cm_re=alienware-_-9SIA6R47956648-_-Product"
"Alienware Aurora R6 Intel Core i7-7700K 4.2GHz/2TB 7200RPM + 240GB Solid State Drive - 64GB DDR4 SDRAM - 2X DUAL Nvidia GeForce GTX 1080 8GB GDDR5X SLI - 1000W - Windows 10 Gaming Desktop","$4,800.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J53Z1484&cm_re=alienware-_-9SIAC3J53Z1484-_-Product"
"Alienware Area 51 Intel Core i7-7800X Hexa-core (6 Core) 3.5GHz - 2TB 7200RPM + 1TB SSD - 32GB DDR4 SDRAM - 1X Nvidia GeForce GTX 1080 TI 11GB GDDR5X - 850W - Windows 10 Gaming Desktop","$5,350.00","https://www.newegg.com/Product/Product.aspx?Item=9SIAC3J5G37969&cm_re=alienware-_-9SIAC3J5G37969-_-Product"
